ID,Airline Name,Overall_Rating,Review Date,Verified,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
17276,Ryanair,1,24th May 2023,True,Solo Leisure,Economy Class,2023-05-01,1.0,1.0,,1.0,,,1.0,no
17277,Ryanair,1,21st May 2023,False,Couple Leisure,Economy Class,2023-05-01,1.0,1.0,,1.0,,,1.0,no
17278,Ryanair,1,19th May 2023,False,Solo Leisure,Economy Class,2023-05-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
17279,Ryanair,1,15th May 2023,False,Couple Leisure,Economy Class,2023-05-01,1.0,4.0,,1.0,,,1.0,no
17280,Ryanair,4,15th May 2023,True,Solo Leisure,Economy Class,2023-05-01,1.0,2.0,2.0,2.0,,,3.0,no
17281,Ryanair,6,15th May 2023,True,Solo Leisure,Economy Class,2023-05-01,2.0,3.0,,3.0,,,5.0,yes
17282,Ryanair,1,14th May 2023,True,Couple Leisure,Premium Economy,2023-05-01,1.0,1.0,,1.0,,,1.0,no
17283,Ryanair,8,14th May 2023,True,Couple Leisure,Economy Class,2023-05-01,2.0,5.0,2.0,5.0,,,5.0,yes
17284,Ryanair,1,13th May 2023,True,Couple Leisure,Economy Class,2023-05-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
17285,Ryanair,1,11th May 2023,True,Couple Leisure,Economy Class,2023-05-01,1.0,1.0,1.0,1.0,,,2.0,no
17286,Ryanair,1,11th May 2023,False,Couple Leisure,Economy Class,2023-05-01,1.0,1.0,,1.0,,,1.0,no
17287,Ryanair,2,11th May 2023,True,Couple Leisure,Economy Class,2023-05-01,1.0,1.0,2.0,1.0,,,1.0,no
17288,Ryanair,1,9th May 2023,True,Family Leisure,Economy Class,2023-05-01,1.0,1.0,,1.0,,,1.0,no
17289,Ryanair,1,8th May 2023,True,Couple Leisure,Economy Class,2023-05-01,,,,1.0,,,1.0,no
17290,Ryanair,7,3rd May 2023,True,Couple Leisure,Economy Class,2023-05-01,2.0,5.0,3.0,3.0,,,5.0,yes
17291,Ryanair,5,3rd May 2023,True,Couple Leisure,Economy Class,2023-05-01,2.0,2.0,,1.0,,,5.0,no
17292,Ryanair,1,2nd May 2023,True,Solo Leisure,Economy Class,2023-05-01,5.0,5.0,,5.0,,,5.0,yes
17293,Ryanair,1,2nd May 2023,True,Solo Leisure,Economy Class,2023-04-01,5.0,5.0,,5.0,,,5.0,yes
17294,Ryanair,9,1st May 2023,True,Solo Leisure,Economy Class,2023-04-01,2.0,3.0,1.0,4.0,,,3.0,yes
17295,Ryanair,1,29th April 2023,True,Business,Economy Class,2023-04-01,1.0,2.0,,1.0,1.0,1.0,1.0,no
17296,Ryanair,8,28th April 2023,True,Solo Leisure,Economy Class,2023-04-01,2.0,5.0,5.0,5.0,,,5.0,yes
17297,Ryanair,9,24th April 2023,True,Solo Leisure,Economy Class,2023-04-01,4.0,5.0,,5.0,,,5.0,yes
17298,Ryanair,1,22nd April 2023,True,Solo Leisure,Economy Class,2023-04-01,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
17299,Ryanair,1,22nd April 2023,True,Solo Leisure,Economy Class,2023-04-01,5.0,5.0,5.0,5.0,,,5.0,yes
17300,Ryanair,1,21st April 2023,True,Couple Leisure,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
17301,Ryanair,2,19th April 2023,True,Couple Leisure,Economy Class,2023-04-01,3.0,2.0,,1.0,,,1.0,no
17302,Ryanair,1,13th April 2023,True,Couple Leisure,Economy Class,2023-04-01,2.0,2.0,,1.0,,,1.0,no
17303,Ryanair,6,12th April 2023,True,Family Leisure,Economy Class,2023-04-01,3.0,4.0,,5.0,,,3.0,yes
17304,Ryanair,6,11th April 2023,True,Family Leisure,Economy Class,2023-04-01,1.0,4.0,2.0,3.0,,,4.0,yes
17305,Ryanair,1,10th April 2023,True,Couple Leisure,Economy Class,2023-04-01,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no
17306,Ryanair,1,8th April 2023,True,Couple Leisure,Economy Class,2023-04-01,1.0,2.0,2.0,1.0,,,1.0,no
17307,Ryanair,1,5th April 2023,False,Family Leisure,Economy Class,2023-04-01,1.0,1.0,,1.0,,,1.0,no
17308,Ryanair,1,31st March 2023,False,Family Leisure,Economy Class,2023-03-01,1.0,1.0,,1.0,,,1.0,no
17309,Ryanair,1,28th March 2023,False,Couple Leisure,Economy Class,2023-03-01,2.0,3.0,,1.0,,,1.0,no
17310,Ryanair,7,25th March 2023,True,Solo Leisure,Economy Class,2023-03-01,3.0,5.0,3.0,4.0,,,5.0,yes
17311,Ryanair,1,23rd March 2023,True,Solo Leisure,Premium Economy,2023-03-01,3.0,2.0,,1.0,,,1.0,no
17312,Ryanair,1,18th March 2023,True,Solo Leisure,Economy Class,2023-03-01,1.0,1.0,,1.0,,,1.0,no
17313,Ryanair,1,15th March 2023,False,Couple Leisure,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,,,1.0,no
17314,Ryanair,1,12th March 2023,False,Couple Leisure,Economy Class,2023-03-01,,,,,,,1.0,no
17315,Ryanair,8,7th March 2023,True,Couple Leisure,Economy Class,2023-03-01,4.0,5.0,5.0,5.0,1.0,1.0,5.0,yes
17316,Ryanair,1,4th March 2023,True,Solo Leisure,Economy Class,2023-03-01,4.0,4.0,,1.0,,,5.0,yes
17317,Ryanair,2,16th February 2023,False,Couple Leisure,Economy Class,2023-02-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
17318,Ryanair,2,14th February 2023,True,Couple Leisure,Economy Class,2023-02-01,2.0,2.0,,2.0,,,2.0,no
17319,Ryanair,1,8th February 2023,True,Couple Leisure,Economy Class,2023-02-01,1.0,5.0,5.0,5.0,,,5.0,yes
17320,Ryanair,9,8th February 2023,True,Couple Leisure,Economy Class,2023-02-01,4.0,5.0,,5.0,,,5.0,yes
17321,Ryanair,1,8th February 2023,True,Solo Leisure,Economy Class,2023-02-01,1.0,1.0,,2.0,,,2.0,no
17322,Ryanair,8,7th February 2023,False,Solo Leisure,Economy Class,2023-01-01,3.0,4.0,,5.0,,,5.0,yes
17323,Ryanair,1,30th January 2023,True,Family Leisure,Economy Class,2023-01-01,3.0,2.0,,1.0,,,1.0,no
17324,Ryanair,8,30th January 2023,False,Solo Leisure,Economy Class,2022-08-01,3.0,3.0,2.0,4.0,2.0,,5.0,yes
17325,Ryanair,1,29th January 2023,False,Solo Leisure,Economy Class,2023-01-01,4.0,5.0,,4.0,,,5.0,yes
17326,Ryanair,1,19th January 2023,True,Solo Leisure,Economy Class,2022-09-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
17327,Ryanair,1,17th January 2023,True,Couple Leisure,Economy Class,2023-01-01,3.0,5.0,5.0,5.0,,,5.0,yes
17328,Ryanair,1,10th January 2023,True,Couple Leisure,Economy Class,2022-05-01,2.0,2.0,,2.0,,,1.0,no
17329,Ryanair,9,8th January 2023,True,Family Leisure,Economy Class,2023-01-01,3.0,5.0,,3.0,,,5.0,yes
17330,Ryanair,1,5th January 2023,True,Business,Economy Class,2022-11-01,1.0,1.0,1.0,1.0,,,1.0,no
17331,Ryanair,1,4th January 2023,False,Solo Leisure,Economy Class,2022-12-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
17332,Ryanair,1,3rd January 2023,True,Couple Leisure,Economy Class,2023-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
17333,Ryanair,1,3rd January 2023,False,Couple Leisure,Economy Class,2022-08-01,1.0,1.0,,1.0,,,1.0,no
17334,Ryanair,1,23rd December 2022,True,Solo Leisure,Economy Class,2022-12-01,1.0,1.0,,1.0,,,1.0,no
17335,Ryanair,3,19th December 2022,True,Solo Leisure,Economy Class,2022-12-01,4.0,2.0,,2.0,,,3.0,yes
17336,Ryanair,1,18th December 2022,True,Solo Leisure,Economy Class,2022-12-01,1.0,1.0,1.0,1.0,,,1.0,no
17337,Ryanair,8,13th December 2022,True,Solo Leisure,Economy Class,2022-12-01,5.0,5.0,5.0,3.0,,,5.0,yes
17338,Ryanair,3,10th December 2022,False,Family Leisure,Economy Class,2022-12-01,5.0,5.0,,1.0,,,1.0,no
17339,Ryanair,1,7th December 2022,True,Family Leisure,Economy Class,2022-09-01,1.0,2.0,1.0,1.0,,,1.0,no
17340,Ryanair,2,6th December 2022,False,Solo Leisure,Economy Class,2022-12-01,,,,1.0,,,1.0,no
17341,Ryanair,1,4th December 2022,True,Couple Leisure,Economy Class,2022-08-01,3.0,5.0,4.0,5.0,,,5.0,yes
17342,Ryanair,8,19th November 2022,True,Solo Leisure,Economy Class,2022-08-01,3.0,3.0,,4.0,,,5.0,yes
17343,Ryanair,1,17th November 2022,True,Family Leisure,Economy Class,2022-07-01,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
17344,Ryanair,4,16th November 2022,True,Business,Economy Class,2022-11-01,2.0,1.0,,1.0,,,2.0,no
17345,Ryanair,1,10th November 2022,True,Solo Leisure,Economy Class,2022-11-01,1.0,2.0,,1.0,1.0,,2.0,no
17346,Ryanair,1,8th November 2022,True,Couple Leisure,Economy Class,2022-11-01,1.0,1.0,,1.0,,,1.0,no
17347,Ryanair,1,7th November 2022,True,Solo Leisure,Economy Class,2022-10-01,1.0,1.0,,1.0,,,4.0,no
20938,TUI Airways,5,16th July 2023,False,Solo Leisure,Economy Class,2023-06-01,4.0,5.0,3.0,3.0,,,2.0,no
20939,TUI Airways,1,5th July 2023,True,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,,1.0,,,3.0,no
20940,TUI Airways,2,1st July 2023,True,Family Leisure,Economy Class,2023-06-01,2.0,1.0,1.0,1.0,,,1.0,no
20941,TUI Airways,2,14th June 2023,False,Solo Leisure,Economy Class,2023-06-01,2.0,2.0,,1.0,,,3.0,no
20942,TUI Airways,3,12th June 2023,False,Couple Leisure,Economy Class,2023-05-01,1.0,2.0,1.0,1.0,,,3.0,no
20943,TUI Airways,6,21st April 2023,False,Family Leisure,Economy Class,2022-08-01,3.0,3.0,4.0,2.0,3.0,,4.0,yes
20944,TUI Airways,4,2nd April 2023,True,Family Leisure,Economy Class,2023-04-01,3.0,5.0,2.0,1.0,,,4.0,no
20945,TUI Airways,1,14th March 2023,True,Family Leisure,Economy Class,2023-03-01,5.0,5.0,5.0,5.0,3.0,,5.0,yes
20946,TUI Airways,9,12th March 2023,True,Couple Leisure,Economy Class,2023-03-01,4.0,4.0,3.0,4.0,,,4.0,yes
20947,TUI Airways,4,23rd February 2023,False,Couple Leisure,Economy Class,2023-02-01,4.0,3.0,2.0,2.0,,,3.0,no
20948,TUI Airways,4,7th November 2022,True,Solo Leisure,Premium Economy,2022-11-01,1.0,3.0,3.0,4.0,3.0,,3.0,no
20949,TUI Airways,1,6th November 2022,False,Family Leisure,Economy Class,2022-08-01,1.0,1.0,,1.0,,,1.0,no
20950,TUI Airways,1,1st November 2022,True,Solo Leisure,Economy Class,2022-10-01,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
20951,TUI Airways,1,15th October 2022,True,Family Leisure,Economy Class,2022-07-01,5.0,5.0,,4.0,,,5.0,yes
20952,TUI Airways,1,26th September 2022,True,Couple Leisure,Economy Class,2022-09-01,1.0,4.0,3.0,1.0,,1.0,1.0,no
20953,TUI Airways,9,19th September 2022,True,Family Leisure,Economy Class,2022-09-01,5.0,5.0,4.0,5.0,,,5.0,yes
20954,TUI Airways,7,8th September 2022,False,Family Leisure,Economy Class,2022-09-01,2.0,5.0,4.0,4.0,,,3.0,yes
20955,TUI Airways,9,11th July 2022,False,Solo Leisure,Economy Class,2022-07-01,5.0,5.0,5.0,5.0,,,5.0,yes
20956,TUI Airways,1,6th June 2022,True,Family Leisure,Premium Economy,2022-06-01,5.0,5.0,5.0,3.0,3.0,,5.0,yes
20957,TUI Airways,7,13th April 2022,True,Family Leisure,Economy Class,2022-04-01,4.0,5.0,4.0,3.0,4.0,,4.0,yes
20958,TUI Airways,6,5th March 2022,False,Couple Leisure,Economy Class,2022-02-01,3.0,3.0,3.0,3.0,3.0,2.0,3.0,yes
20959,TUI Airways,4,7th January 2022,True,Family Leisure,Economy Class,2022-01-01,2.0,2.0,2.0,1.0,,,3.0,no
20960,TUI Airways,9,7th November 2021,True,Family Leisure,Economy Class,2021-10-01,4.0,5.0,4.0,1.0,4.0,,5.0,yes
20961,TUI Airways,9,7th November 2021,False,Family Leisure,Economy Class,2021-10-01,4.0,5.0,,2.0,4.0,,4.0,yes
20962,TUI Airways,4,29th August 2021,True,Family Leisure,Economy Class,2021-08-01,1.0,4.0,2.0,2.0,1.0,,3.0,no
20963,TUI Airways,1,16th August 2021,True,Solo Leisure,Premium Economy,2021-08-01,4.0,1.0,3.0,3.0,,,1.0,no
20964,TUI Airways,1,1st December 2020,False,Couple Leisure,Economy Class,2020-04-01,1.0,1.0,,1.0,,,1.0,no
20965,TUI Airways,1,24th October 2020,True,Couple Leisure,Economy Class,2020-10-01,5.0,5.0,5.0,5.0,,,5.0,yes
20966,TUI Airways,1,9th August 2020,True,Couple Leisure,Economy Class,2020-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
20967,TUI Airways,1,24th February 2020,True,Family Leisure,Economy Class,2020-02-01,,,,1.0,,,1.0,no
20968,TUI Airways,1,13th February 2020,False,Couple Leisure,Economy Class,2020-02-01,3.0,5.0,4.0,5.0,,,5.0,yes
20969,TUI Airways,7,28th November 2019,False,Family Leisure,Economy Class,2019-11-01,3.0,4.0,3.0,4.0,3.0,,4.0,yes
20970,TUI Airways,8,11th October 2019,False,Couple Leisure,Economy Class,2019-10-01,2.0,4.0,,1.0,,2.0,5.0,yes
20971,TUI Airways,8,4th October 2019,False,Couple Leisure,Economy Class,2019-10-01,4.0,5.0,4.0,4.0,4.0,3.0,4.0,yes
20972,TUI Airways,1,30th September 2019,False,Family Leisure,Economy Class,2019-09-01,1.0,3.0,,1.0,,,1.0,no
20973,TUI Airways,1,23rd September 2019,True,Family Leisure,Economy Class,2019-07-01,1.0,1.0,,1.0,,,1.0,no
20974,TUI Airways,1,16th September 2019,True,Couple Leisure,Economy Class,2019-09-01,1.0,1.0,1.0,1.0,,,1.0,no
20975,TUI Airways,1,15th September 2019,True,Couple Leisure,Economy Class,2019-09-01,1.0,1.0,1.0,1.0,1.0,,1.0,no
20976,TUI Airways,1,13th September 2019,False,Couple Leisure,Economy Class,2019-09-01,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
20977,TUI Airways,5,4th September 2019,False,Family Leisure,Economy Class,2019-08-01,2.0,3.0,2.0,3.0,,,4.0,yes
20978,TUI Airways,3,1st September 2019,True,Solo Leisure,Economy Class,2019-08-01,1.0,3.0,,3.0,,,2.0,no
20979,TUI Airways,1,27th August 2019,True,Solo Leisure,Economy Class,2019-08-01,2.0,2.0,,1.0,,,1.0,no
20980,TUI Airways,1,3rd August 2019,True,Couple Leisure,Economy Class,2019-07-01,1.0,2.0,1.0,3.0,1.0,1.0,1.0,no
20981,TUI Airways,9,17th June 2019,False,Couple Leisure,Economy Class,2019-06-01,4.0,4.0,3.0,4.0,1.0,,4.0,yes
20982,TUI Airways,1,30th May 2019,True,Solo Leisure,Economy Class,2019-05-01,3.0,4.0,4.0,1.0,1.0,1.0,1.0,no
20983,TUI Airways,8,22nd May 2019,True,Business,Economy Class,2019-05-01,3.0,4.0,,5.0,,,5.0,yes
20984,TUI Airways,8,19th May 2019,True,Solo Leisure,Economy Class,2019-05-01,4.0,5.0,4.0,3.0,,,5.0,yes
20985,TUI Airways,1,31st March 2019,True,Solo Leisure,Economy Class,2019-03-01,3.0,1.0,1.0,1.0,1.0,,1.0,no
20986,TUI Airways,1,16th March 2019,True,Couple Leisure,Premium Economy,2019-03-01,3.0,5.0,4.0,4.0,3.0,,4.0,yes
20987,TUI Airways,4,3rd March 2019,False,Family Leisure,Economy Class,2019-02-01,3.0,3.0,1.0,2.0,,,3.0,no
20988,TUI Airways,1,4th February 2019,False,Family Leisure,Economy Class,2019-01-01,4.0,5.0,4.0,3.0,,,5.0,yes
20989,TUI Airways,1,8th January 2019,False,Family Leisure,Economy Class,2019-01-01,4.0,5.0,4.0,5.0,,,5.0,yes
20990,TUI Airways,4,3rd December 2018,True,Couple Leisure,Economy Class,2018-07-01,2.0,2.0,1.0,3.0,,,3.0,no
20991,TUI Airways,1,9th October 2018,False,Family Leisure,Economy Class,2018-09-01,5.0,5.0,4.0,5.0,4.0,,5.0,yes
20992,TUI Airways,1,9th October 2018,True,Family Leisure,Economy Class,2018-03-01,5.0,5.0,5.0,5.0,5.0,1.0,4.0,yes
20993,TUI Airways,1,8th October 2018,True,Couple Leisure,Economy Class,2018-09-01,5.0,5.0,5.0,5.0,5.0,,5.0,yes
20994,TUI Airways,1,17th September 2018,True,Couple Leisure,Economy Class,2018-09-01,2.0,3.0,,1.0,,,2.0,no
20995,TUI Airways,1,2nd September 2018,False,Couple Leisure,Economy Class,2018-08-01,5.0,5.0,3.0,5.0,,,5.0,yes
20996,TUI Airways,8,22nd August 2018,True,Family Leisure,Economy Class,2018-08-01,3.0,5.0,,3.0,,,4.0,yes
20997,TUI Airways,1,22nd August 2018,True,Couple Leisure,Economy Class,2018-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
20998,TUI Airways,2,11th August 2018,True,Family Leisure,Economy Class,2018-06-01,3.0,2.0,3.0,1.0,1.0,,1.0,no
20999,TUI Airways,8,8th August 2018,True,Solo Leisure,Economy Class,2018-07-01,4.0,5.0,,3.0,,,3.0,yes
21000,TUI Airways,9,18th July 2018,True,Family Leisure,Premium Economy,2018-07-01,5.0,5.0,4.0,3.0,5.0,,5.0,yes
21001,TUI Airways,3,30th June 2018,False,Family Leisure,Economy Class,2018-06-01,3.0,4.0,3.0,3.0,,,2.0,no
21002,TUI Airways,8,30th May 2018,True,Family Leisure,Economy Class,2018-05-01,4.0,5.0,4.0,4.0,5.0,,5.0,yes
21003,TUI Airways,1,20th May 2018,True,Family Leisure,Economy Class,2018-05-01,1.0,1.0,1.0,1.0,,,1.0,no
21004,TUI Airways,6,18th May 2018,True,Couple Leisure,Economy Class,2018-05-01,4.0,4.0,2.0,2.0,,,4.0,yes
21005,TUI Airways,1,27th April 2018,True,Couple Leisure,Economy Class,2018-04-01,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no
21006,TUI Airways,1,14th March 2018,True,Couple Leisure,Economy Class,2018-03-01,1.0,2.0,1.0,3.0,1.0,,1.0,no
21007,TUI Airways,8,16th February 2018,True,Couple Leisure,Economy Class,2018-02-01,4.0,5.0,4.0,5.0,4.0,,5.0,yes
21008,TUI Airways,1,31st January 2018,True,Couple Leisure,Economy Class,2018-01-01,4.0,5.0,,4.0,,,4.0,yes
21009,TUI Airways,9,29th January 2018,True,Family Leisure,Economy Class,2018-01-01,4.0,5.0,3.0,5.0,,,4.0,yes
21010,TUI Airways,3,18th December 2017,True,Solo Leisure,Premium Economy,2017-12-01,3.0,2.0,4.0,1.0,1.0,,2.0,no
21011,TUIfly,8,3rd July 2023,True,Family Leisure,Economy Class,2023-06-01,4.0,4.0,4.0,3.0,,,5.0,yes
21012,TUIfly,1,30th September 2022,True,Family Leisure,Economy Class,2022-09-01,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21013,TUIfly,1,26th July 2022,True,Business,Premium Economy,2022-07-01,1.0,1.0,,1.0,,,1.0,no
21014,TUIfly,1,2nd June 2022,True,Solo Leisure,Economy Class,2022-05-01,5.0,2.0,2.0,1.0,1.0,1.0,2.0,no
21015,TUIfly,8,24th August 2021,True,Family Leisure,Economy Class,2021-08-01,4.0,5.0,4.0,4.0,,,5.0,yes
21016,TUIfly,7,21st March 2021,True,Couple Leisure,Premium Economy,2021-03-01,3.0,5.0,4.0,5.0,4.0,,5.0,yes
21017,TUIfly,1,22nd July 2020,True,Couple Leisure,Economy Class,2020-07-01,,,,,,,1.0,no
21018,TUIfly,1,3rd April 2020,True,Solo Leisure,Economy Class,2020-02-01,,,,,,,1.0,no
21019,TUIfly,7,8th March 2020,True,Family Leisure,Economy Class,2020-03-01,3.0,4.0,4.0,3.0,,,4.0,yes
21020,TUIfly,5,18th December 2019,True,Couple Leisure,Economy Class,2019-12-01,1.0,4.0,2.0,3.0,3.0,,2.0,no
21021,TUIfly,7,9th December 2019,True,Couple Leisure,Economy Class,2019-12-01,3.0,4.0,3.0,2.0,3.0,,3.0,yes
21022,TUIfly,3,1st September 2019,True,Solo Leisure,Economy Class,2018-10-01,3.0,3.0,,3.0,,,2.0,no
21023,TUIfly,9,8th June 2019,True,Family Leisure,Economy Class,2019-06-01,4.0,4.0,4.0,4.0,,,5.0,yes
21024,TUIfly,1,1st June 2019,True,Solo Leisure,Economy Class,2019-05-01,1.0,2.0,2.0,1.0,3.0,,1.0,no
21025,TUIfly,1,31st January 2019,False,Solo Leisure,Economy Class,2019-01-01,1.0,1.0,,1.0,,,1.0,no
21026,TUIfly,2,18th December 2018,True,Couple Leisure,Economy Class,2018-12-01,1.0,2.0,1.0,1.0,1.0,1.0,2.0,no
21027,TUIfly,1,5th September 2018,True,Couple Leisure,Economy Class,2018-06-01,5.0,5.0,5.0,5.0,4.0,,5.0,yes
21028,TUIfly,1,17th July 2018,True,Family Leisure,Economy Class,2018-07-01,4.0,3.0,1.0,4.0,4.0,5.0,3.0,no
21029,TUIfly,1,1st January 2018,True,Solo Leisure,Economy Class,2017-12-01,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no
21030,TUIfly,8,25th September 2017,False,Family Leisure,Economy Class,2017-09-01,2.0,5.0,,4.0,,,5.0,yes
21031,TUIfly,8,23rd September 2017,False,Family Leisure,Economy Class,2017-09-01,2.0,5.0,3.0,4.0,,,4.0,yes
21032,TUIfly,8,15th August 2017,False,Couple Leisure,Economy Class,2017-08-01,5.0,3.0,,5.0,,,5.0,yes
21033,TUIfly,2,1st July 2017,False,Family Leisure,Economy Class,2017-06-01,2.0,2.0,1.0,2.0,1.0,,2.0,no
21034,TUIfly,1,15th June 2017,False,Solo Leisure,Economy Class,2017-01-01,1.0,1.0,1.0,1.0,,,1.0,no
21035,TUIfly,2,15th May 2017,False,Couple Leisure,Economy Class,2017-05-01,1.0,2.0,1.0,2.0,1.0,,3.0,no
21036,TUIfly,1,7th April 2017,False,Couple Leisure,Premium Economy,2017-04-01,1.0,2.0,1.0,2.0,1.0,1.0,1.0,no
21037,TUIfly,3,19th January 2017,False,Couple Leisure,Economy Class,2017-01-01,1.0,2.0,1.0,4.0,1.0,1.0,2.0,no
21038,TUIfly,2,30th December 2016,False,Family Leisure,Economy Class,2016-12-01,1.0,2.0,2.0,2.0,,,1.0,no
21039,TUIfly,7,22nd November 2016,False,Solo Leisure,Economy Class,2016-04-01,4.0,4.0,,4.0,,,5.0,yes
21040,TUIfly,1,18th May 2016,False,Family Leisure,Economy Class,2016-05-01,3.0,2.0,1.0,3.0,1.0,,1.0,no
21041,TUIfly,2,27th February 2016,False,Family Leisure,Economy Class,2016-01-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21042,TUIfly,4,27th December 2015,False,Couple Leisure,Premium Economy,2015-12-01,2.0,5.0,2.0,5.0,3.0,,4.0,no
21043,TUIfly,8,9th November 2015,False,Couple Leisure,Economy Class,2015-10-01,4.0,5.0,4.0,5.0,,,4.0,yes
21044,TUIfly,5,16th October 2015,False,Couple Leisure,Economy Class,2015-10-01,3.0,5.0,2.0,4.0,1.0,4.0,3.0,no
21045,TUIfly,7,27th September 2015,False,Couple Leisure,Economy Class,2015-09-01,5.0,1.0,4.0,2.0,4.0,,5.0,yes
21046,TUIfly,5,26th September 2015,False,Couple Leisure,Economy Class,2015-09-01,2.0,3.0,4.0,3.0,1.0,,4.0,yes
21076,TUIfly Nordic,5,5th January 2016,False,Couple Leisure,Economy Class,2016-01-01,1.0,4.0,4.0,2.0,2.0,,1.0,no
21157,Turkish Airlines,1,27th July 2023,False,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21158,Turkish Airlines,1,26th July 2023,True,Family Leisure,Economy Class,2023-07-01,3.0,1.0,1.0,3.0,2.0,1.0,1.0,no
21159,Turkish Airlines,1,26th July 2023,True,Business,Economy Class,2023-07-01,1.0,,,2.0,,,2.0,no
21160,Turkish Airlines,1,26th July 2023,False,Solo Leisure,Business Class,2023-03-01,2.0,1.0,2.0,3.0,3.0,3.0,1.0,no
21161,Turkish Airlines,3,24th July 2023,True,Couple Leisure,Economy Class,2023-07-01,1.0,2.0,3.0,3.0,2.0,,3.0,no
21162,Turkish Airlines,1,22nd July 2023,True,Solo Leisure,Business Class,2023-07-01,1.0,1.0,1.0,1.0,,4.0,1.0,no
21163,Turkish Airlines,1,21st July 2023,True,Business,Economy Class,2023-07-01,1.0,1.0,,1.0,,,1.0,no
21164,Turkish Airlines,1,19th July 2023,False,Couple Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21165,Turkish Airlines,1,18th July 2023,False,Business,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21166,Turkish Airlines,6,18th July 2023,True,Family Leisure,Economy Class,2023-07-01,3.0,2.0,3.0,3.0,5.0,2.0,4.0,yes
21167,Turkish Airlines,2,18th July 2023,False,Solo Leisure,Business Class,2023-07-01,4.0,3.0,3.0,1.0,,,2.0,no
21168,Turkish Airlines,1,16th July 2023,True,Family Leisure,Business Class,2023-03-01,3.0,2.0,1.0,1.0,3.0,3.0,1.0,no
21169,Turkish Airlines,1,12th July 2023,False,Couple Leisure,Economy Class,2023-07-01,1.0,2.0,1.0,3.0,,,2.0,no
21170,Turkish Airlines,2,11th July 2023,True,Solo Leisure,Economy Class,2023-07-01,1.0,1.0,2.0,1.0,2.0,,1.0,no
21171,Turkish Airlines,1,8th July 2023,True,Business,Economy Class,2023-07-01,1.0,1.0,,1.0,,,1.0,no
21172,Turkish Airlines,1,5th July 2023,False,Family Leisure,Economy Class,2023-07-01,1.0,1.0,2.0,1.0,2.0,1.0,1.0,no
21173,Turkish Airlines,1,3rd July 2023,True,Couple Leisure,Business Class,2023-07-01,4.0,4.0,2.0,1.0,3.0,,1.0,no
21174,Turkish Airlines,2,28th June 2023,True,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,2.0,1.0,,,2.0,no
21175,Turkish Airlines,1,26th June 2023,True,Couple Leisure,Economy Class,2023-06-01,2.0,2.0,2.0,1.0,2.0,2.0,1.0,no
21176,Turkish Airlines,1,25th June 2023,True,Family Leisure,Economy Class,2023-06-01,1.0,1.0,3.0,1.0,2.0,1.0,1.0,no
21177,Turkish Airlines,2,25th June 2023,True,Couple Leisure,Economy Class,2023-06-01,3.0,1.0,2.0,1.0,3.0,,3.0,no
21178,Turkish Airlines,1,25th June 2023,True,Family Leisure,Business Class,2023-06-01,3.0,3.0,4.0,1.0,2.0,1.0,1.0,no
21179,Turkish Airlines,1,25th June 2023,False,Business,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
21180,Turkish Airlines,1,24th June 2023,True,Couple Leisure,Business Class,2023-06-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
21181,Turkish Airlines,2,23rd June 2023,True,Business,Business Class,2023-06-01,2.0,4.0,4.0,2.0,4.0,1.0,2.0,no
21182,Turkish Airlines,1,18th June 2023,True,Solo Leisure,Economy Class,2023-06-01,3.0,3.0,,1.0,,,3.0,no
21183,Turkish Airlines,1,14th June 2023,True,Solo Leisure,Premium Economy,2023-06-01,1.0,1.0,3.0,1.0,1.0,1.0,2.0,no
